,System flooding,System flooding,System flooding,System flooding,CSO,CSO,CSO,CSO,Pumping energy,Pumping energy,Pumping energy,Pumping energy
,HC,DQN,IQL,VDN,HC,DQN,IQL,VDN,HC,DQN,IQL,VDN
Rain_1,5.018,4.062,4.338,4.222,8.141999999999998,3.24,3.965,2.588000000000001,143.62,63.45,63.67999999999999,65.85000000000001
Rain_2,10.395,8.774,9.463,9.546,10.153999999999998,4.839000000000002,5.995000000000001,4.833,181.22,90.26999999999998,107.63,96.83000000000001
Rain_3,14.219,12.078,13.419,12.636,11.018000000000002,6.670999999999999,6.633000000000001,6.352,205.39999999999998,121.61000000000001,137.38,114.07
Rain_4,18.516,16.343,17.08,17.282,12.973999999999998,7.635999999999999,9.148999999999997,7.132,226.98000000000002,140.46,144.43,142.47
Total of 100 rainfall events,1365.2000000000003,1228.1419999999996,1245.6200000000001,1258.3130000000003,980.0409999999998,518.512,638.7660000000001,506.2320000000002,17828.76000000001,10851.079999999998,10587.299999999994,9732.980000000003
